User Name,Text
Devayat Mori,hume desh bhi cover agent cahiye aur hamare desh aise kafi masjid aur dargah hai jisme apne desh logo khatra hai
Prayag Pandya,make policy wherein whenever theres dispute land two communities case piece land one particular community divided across communities instead make land garden hospital public use way government indian judiciary help avoid untowards law order situation
Rahul Panwar Khartwas,sir want app person village information village government brings new policy information reach
ShankaraNarayanaBhatMK,suggestion man bath nov dec day geethaa jayanti suggested herewith indians world celebrate widely make paaraayana srikrishna science especially childs
Tarunkatoch,tarun katoch
MukeshKumarKumawat,tarun katoch
Vishal_1827,respected pradhan mantriji one thing suggest sir todays youth people india listen words got idea till opening ceremony ram mandir ayodhya namasmaran jai shree ram done simple way whenever dial receive phone call answer jai shree ram practice folowwing since many years adopting western cultule india almost every hindu people greet eachother saying ram ram nowadays hello sir regain hindu sanskar crore people say day jai shree ram koti ram nam jap added koti japamala sir show intrest great initiative towards hindu culture thanking sachin pathak hubli city dist dharwad state karnataka
Dr Rajender Nath Prasad,western culture depends policies procedures risk assessments standard operating procedures work instructions personnel capabilites assessed wrt knowledge experience personalities initially started vernas caste based family working culture though realised wrong decision making issue pending leadership regularise findings proper documentation communication leader since citizen empowerment directly assured western culture slavery proportionate growth citizens wrt countrys economy leading good standard living many parties aggravated situation creating shortterm remedy reservations education jobs actually leader assess risks correct ancient vedas rigidity streamline whole thing two political parties democratic republic
Yash Rawat,sir government thinking desperate make pipeline gas fuel like tapi option going happened neighbors termite like pakistan despite least india internal national gas grid mission like bharatmala sagarmala long distance country cover tankers save money time support nation building
GANESH RAMDAS ROTE,sir apply scada system pds scheme help reduce blackmarketing ration justice people country justice people
Vaidyanatha Iyer Jaisankar,request one time safety audit rope way bridges load capacity marking visinity
ANKUR SHUKLA,education system must states india private school college comes government control fee structure education must country please implement system every person get better job live better life country government ensure every person india rich poor get better education government policies control every person india live better life jai hind jai bharat
Kishan Annarao Naik,sir provision govt help make homes completely dpendent solar energy using govt modes supply energy run home homes eco friendly use air conditioner decreased
SoumyaC,sir make friday holiday employees definitely boost economy days free weekend expenditure made hands people chance going trips always remembered citizens government brought friday leave also attract minority
SARTHAK KUMAR MAHAPATRA,celebrate teachers day doctors day nurse day recognise role played teachers health workers shaping future nation dont specific day dedicated anganwari workers asha workers workers also plays crucial role educating taking care nutrition children assists providing basic health care facilities grassroot level months back also recognised role played asha workers pandemic request goi celebrate anganwari workers day asha workers day
SoujanyaBSuranagi,respective government request regarding pension given retirement employees government state minimum pension given less even afford monthly basic bills like electricity water etc inr given please consider increase atleast inr people money basic expenses like house bills medical bills etc humble appeal government normal employee age able search new work please understand employee categories take decision regards indian citizen
BIPLAB MAJUMDER,dear sir living city bengaluru twenty years city beautiful people made truly cosmopolitan city city precious countrythe software services also many modern state art hardware industries billion exports large business visitors tourists make priority task build contemporary global city today city lacks comprehensive towncity planning department roads flyovers associated infrastructure built generally comply global standards actually far humble proposal prime ministers office take bold step adopt city develop truly global city comparable cities asean region like kualalumpur jakarta bangkok etc important task country looking upto pmo bold initiative
DalpatSingh,sir iam small town godavarikhani telanganai want see country developed nation lifetimei request take steps get rid wide spread corruption countrythere need establishment independent vigilance wing similar intelligence wing policedefense services report directly pmo vigilance wing observe silently employees conduct work performance sincerity government officespolice judiciary etc report illegal corrupt practices taking necessary action
DalpatSingh,respected sir week kashi varanasi family first thanks core heart see development varanasi one gone couple years cant believe changes could happened words thanks efforts bar expectations risen small suggestions implement seen could implemented without cost efforts passing instructions right person signages guide devotees people enter coridor like person online pass gate mentioned pass also less counters issue pass one dasmedghat need add put rly station also need lit colored lights ghats tune assi ghat need put light boards mentioning name ghats nicely style ghats
Vivekanandsingh Solanki,government must automate tax deduction based pan card aadhar card record bank accounts financial transactions recorded pan nobody hide income generate blackmoney
RekhaNair,hello sir lot medicines neuro purposes life saving govt medical colleges taking exported china pharma companies tie govt research institutions like sree chitra aiims develop fantastically helping people well become world class initiative areas lot scope need micro management initially
Mugundakumarpk,dear cut gst give subsidise fuel mean automatically goods services price reduce inflation problem resolve need change interest rates thanks regards mugunda kumar
ANIL GUPTA GUPTA,respected sir week kashi varanasi family first thanks core heart see development varanasi one gone couple years cant believe changes could happened words thanks efforts bar expectations risen small suggestions implement seen could implemented without cost efforts passing instructions right person signages guide devotees people enter coridor like person online pass gate mentioned pass also less counters issue pass one dasmedghat need add put rly station also need lit colored lights ghats tune assi ghat need put light boards mentioning name ghats nicely style ghats
Romanch Sharma,hello respected sir add ability share transfer credit scores boost economy allow trusted person share credit score let earn something credit borrower credited amount create income sources enhance economy every individual verified processes also help build social relationships responsibility stronger thank romanch sharma
Puppala Arvind Rao,sir iam small town godavarikhani telanganai want see country developed nation lifetimei request take steps get rid wide spread corruption countrythere need establishment independent vigilance wing similar intelligence wing policedefense services report directly pmo vigilance wing observe silently employees conduct work performance sincerity government officespolice judiciary etc report illegal corrupt practices taking necessary action
BURLE SAI RAMA KRISHNA,please ensure safety child rapists
KaushikGhosh,good day prime minister sir railway minister sir murshidabad west bengal suggestion post idea came across witness improving landscape indian railways especially corridors goods improving punctuality railways period timeas know lot villages lacking appropriate healthcare services know something team working well see change soon fact remains people still commute bigger cities better healthcare services suggestion help strengthen system using infrastructure already indian railwaysno matter far inside village railway station railway track running farmlands india like air ambulance call hotline established rail ambulance single carriage lifesaving amenities chargeable per services offered
Gyanavi Arod,good morning sirim jodhpur rajasthan sir know rajsthan known extreme high temperatureand govt use temperature generate electricity using solar power solar panelif govt set plant solar panelwe generate electricity rajasthan also statesas know coal increasingly eliminatedand cannot generate electricitydue high temperature villages rajasthan people get electricity hoursplease think many countries like south korea usa canada generating electricity without use coalby using water resourceswe also use sunlight electricity hope consider wordsand light idea thank
Bishal Sharma,request please ban plastic carry bag country please take action please focus decomposition waste specific like bio medical waste management hospital follows local clinic follow thing dangerous human spread cross infection disease nasocomial disease
D RAJASEKHAR,please ban whatsapp india doesnt customer care centres country even steal information cannot directly ask another important thing create sudden communication blockage stealing information
Manish Agarwal,per constitution india health state subject states neither technical capacity finances deal adequately public health challenges exposed illustrated covid pandemic states dependent centre technical capacity well financial support better move health concurrent list central list states well centre responsible coordinate equal partners done amending constitution accordingly
Hareram Ray,sir daily workers cant stock trading time daily working hours collide stock trading hours better stock market open hours
SnigdhaPandey,media cover successfully executed projects government weekly basis atleast region wise present informative programmes share advancements nation various sectors like defence technology medical science etc bring awareness amongst common man representatives various ministries could share plans achievements till date initiatives concern redressal system etc win trust general public lot shared mann baat namo apps news channels cover topics average man would get better retrospection idea whats happening around even may evident directly would give idea good work done betterment public somewhere
Vijay Dalvi,sir request well dbt govt take decision make law contact labour working various sector government central also state government suggestion govt giving pmkisan mandhan yojna dbt farmer implemented contract labor middleman contractor eliminated government giving per month per worker middleman pay blackmoney generated making mechanism govt easily give justice conract labour please request whoever reading support justice historical decision government put step forward without wasting single rupee without new budget allocation
Dr Shraddha Mishra,save mother nature animals harmful effects plastic pollution start using well encouraging previous pattal dona system instead using plates made plastic people rural areas promoted make modifications previous pattal dona make comfortable use adapted everyone easily countries already modified started using
Sahana G,strong health equal strong nation health system cities urban areas good quality health care still poor rural areas health facility available remote areas availability health care facility every village prioritised special importance mother newborn child care even remote areas
Brijesh,try make institutions managed rss organisations protect helpless childrens india grow childrens feeding sanathana darma split childrens based interest field studies sports make students concentrate field makes good sports man scientist etc people lead india future one oppose well government fund must done large scale childrens poverty line chould also includedbecause talent skills depends interest provided inputwe make lot sports people actors field high income people also think people heroes words much powerfull could utilized gov get established
Geetalakmi,principal independent school affiliated cbse strongly feel government provide financial support struggling survive schools private schools also contribute nation building
RamkinkarAgarwal,desh main frozen food processing technology vistaar jisse waste kam kiya sake aur kisaano aaye badai sake
RamkinkarAgarwal,sir namaste hamare desh main bahut aise purane mandir aur forts aise hai asi sanrakshan main hai aur state gov par atikraman chuka hai bahut jar jar isthiti main hai hamara kartavya hai hum inki raksha aur swatchta dhyaan rake sandarbh main maine yojna tayar hai aap agar mujhe mauka main yojna presantation sakta
K R Thiyagarajan,high time railways run trains per timings prior covid esp nilgiri exp cheran exp also consider implementation citizen concession years least sleeper classes
Vimal Narendrabhai Kava,income tax persons monthly salary inr calculatedly persons annual income lakh case need make system like person government job private job received salary tax deduct automatically account thing happens business man industrialist bank accounts linked pan card addhar card reached limited amount tax deduct automatically account
K R Thiyagarajan,union govt consider either withdrawal gst mediclaim policies lic policies upto lacs aavit would benefit middle low middle classes else allow exemption gst paid policies upto lacs ppl taxable income upto lacs would benefit pensioners
K R Thiyagarajan,would also request union govt make separate ministry hindu religion temple management make compulsory states union territories come would ensure misuse looting properties also revenue used hindu religious activities political affiliated activities
K R Thiyagarajan,would like suggest union govt union govt welfare programs named regional languages including hindi sequence every time people happy suppose new scheme announced tamizh means next kannada likewise
VishalMankar,respected prime minister india goverment good job education sector also providing government schools remote distinct places country schools helping local students permanent residence major question labour keep migrating different locations jobsim specifically referring site construction workers actually involved making big buildings roads chemical plants etc really working hard open environmental earn penny contribution countries infrastructure high anyone elsebut childrens completely neglected one guide teach educate themas working location keeps changing poor childrens cant take admission one school hence parents also loose hope country looses young mind generationmy request education system children labours
MOHAN V S,understand press maximum litigation cases pending cheque bounce mandatelaw amount deposited bank account government till cases disposed
MOHAN V S,though government imposes gst products services definitely collected taxes reach government kitty one steps plug seepage government mandate portion gst payment received business account bank account deducted directly bank remitted government initial step implemented business account turnover lakhs per annum
SatpalVerma,produce air charging vehicles save lovely earth
SatpalVerma,completely ban chemical farming promote organic biotic farming
SatpalVerma,reduce level environment
S.RAMESH PRASAD,chennai tambaram railway station national flag must change new one government offices multinational offices national flag must nation first compromise please thanks
MothilalR,single rupee earning taxed avoid black money earnings ancestors property treated criminal act tax slabs also reduce drastically
Mridul Raj Tiwari,save tree
KAUSTUBHJAYANTHEREKAR,please find attached centre tribal part india better connectivity medical educational support stop conversion entire centre cost self operated local renewable energy connect tribal people directlysuch centre adopted ngo trust educate indian tribal people inferior part india
Praveen Agnihotri,one nation one fir system standard unified fir format availability fir recorded citizen complaint centersphone filingonline fir filing investigating officers assigned depending area expertise officer every case divide police work law order investigation
Lokesh Singh,dear sir request indian government kindly give big push online education system using maximizing online education achieve goal maximum literacy india many steps taken care ease online education hope releasing barriers reach goal many peoples drop education middle courses due different causes take advantage internet fulfill desired gap education needy thanks lokesh
Milton Priyadarshi,regarding jet engine dear sir looking codevelop engine usukfrance like making choice core international diplomacy involved france gets nato france trusted codevelopment partner apart pratt whitney engine aircraft maintenance engineering institute iia group suitable engine includes basic things looking amca take perticular engine reverse engineer dis assemble engine make another copy every parts proper metallurgical analysis assemble people dieing world whats wrong reverse engineering upgrade engine extend look different engine chine well thousand grains sand policy
Arun Dixit,akela due solitary nature
Arun Pareek,sir banks charged account holders issue pradhan mantri jeevan jyoti bima yojana pradhan mantri suraksha bima yojana policy policy good citizens however requested instruct banks share policy certificates policyholders whatsapp number email ids difficult search certificates online internet regards arun pareek delhi
Pavan S Kanbargi,combat corruption allowing claim traffic violation challan income tax deduction
Bharani Dharan,team see water scarcity bigger threat agriculture need build good infrastructure cleaning existing ponds ponds connecting river since heavy rains preserved properly ground water going due tree named prosopis juliflora really hard get rid tree since regenerate seeds fall soil solution funny effective instead providing contract remove takes years complete introduce ever brings tree provided alcohol
KrishnaReddyA,hello state wide government schools upgraded good staff equipment grounds sport activity private schools permission given ground physical fitness hour mandate limiting private schools ranking taken private school converted government authority yrs maintanence top ranking remaining private school score shut discipline learning country army lessons fitness hours local martial arts included mandate thank
Murali,understand hilly terrain states cant landfill sites due land constraints also allowed leachate seepage flow downhill polluting streams cause many ill effects common code practicecop waste management applicable states cops many unwanted national integrity issues happening sates avoided also dumping medical biological hazardous wastes along road side could avoided union government take lead avoid disputes states forming apex waste management committee including key personnels states vehicles used transport waste fitted gps device monitored waste management company well states pollution control department states border check post personaltoll plazas well clearly communicated new decree law clarify may require prosec
KrishnaReddyA,hello upgrading railway system entire nation important thank
CA ARVIND SINGH,otp confirm itr gst return made almost compulsory except opting dsc whereas sharing otp restricted citizen awareness creates quaos need introspect change systemto eradicate two school thoughts govt two spheres
Ankita Sahu,day day harrasing calls increasing whatsaap calls fake loan app government banned google play store sending link whatsaap international calls number change number every day call different numbers ask money deny give access phone book threatening share vulgar fake video contacts either whatsaap ban else spam call detection also seen number seller groups facebook selling sim easily numbers change easily harrass app link also logged complain cyber cell nearest police station india also upi collect money everytime different upi comes
NIKUNJBHAIJAYPRAKASHPATEL,govt think honest tax payer retirement benefit specially senior citizen
Ajay Surya SAS,facing energy shortage country produce energy means geothermal lava need find palace tactonic plates meet produce electricity process geothermal electricity generation named geothermal power plant
AlishaRani,respected prime minister sir aap police force bara bat karna chahti huuu aaj bhi police force bala rules follow kar rahi colonial time darshata aaj ploice force ganta kam karti bina kisi week kaaaj har state police force liya nayi ploicy hamara piriya desh lakh logo per police force jabki hona chahiya mugha pata nahi mari bat aap tak pahuch paya nahi per bhagwan duwa karti mara sandas aab pad paya alisha rani
Deepanshu Gupta,new criteria new way monetary punishment adopted punishment indian penal code altered way includes large portion monetary punishment punishment jail involves lot expenditure government feeding prisoners instead money used improving order courts judges fine upto wealth person imposed based crime nowadays biggest punishment monetary instead jailing monetary punishment dual benefit big fund source strict punishment within limit human rights
RAJEEV RANJAN,request lakes resoration dear know water security must country looking forward securing future country like even important rely monsoon sometimes becomes unpredictable seen climate changes related water issues recently western countries observing clean water scarcity many parts india time give utmost importance restoring water reservoirs specially lakes urban areas cities like bengaluru known lake earlier really painful see dying rapidly due pollution encroachments indifference governing bodies central state governments bjp citizens fair expectation look forward restore lakes request look issue priority direct administration take steps deemed necessary sincerely common citizen
Arun Pareek,everybody join indian army airforce navy least one year compulsory already follows israel
Venkatesh C S,submissions taken seriously india departments officials caring vigilance till raided acb found crores rupees cash kgs gold silver many immovable propertiesyet actions inreality given prime post transferring department experience son negotiating buy agricultural farm land every stage demanding bribe paying bribe simply delaying harassing revenue minister giving much statements simplification procedures online transactions facilitiesbut practically nothing working bad roads worst management electricity increasing tarrifs often creating burden common man every contracted work substandard quality elected representatives easily approachable worst garbage cleaning management residential areas full garbage govt mechanism hear public ows
